,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
avg level,0.2055337367279374,0.24330942622950696,0.2150981735159821,0.22793378995433805,0.25063926940639314,0.2233151183970861,0.16940410958904129,0.16572716894977152,0.1892168949771688,0.179606102003643,0.18936187214611935,0.21720319634703183,0.22209474885844782,0.2782638888888891,0.2515525114155253,0.2505639269406392,0.2569315068493139,0.255659153005465,0.2915776255707753,0.2891689497716897,0.24018835616438292,0.2761304644808742,0.258383561643836,0.2634166666666666,0.2567226027397249,0.27951844262295017,0.3334965753424661,0.4036894977168949,0.29286073059360795,0.2949692622950819,0.3630993150684938,0.3943710045662097,0.31264041095890466,0.3242975865209487,0.28403082191780893,0.35355593607305863,0.3509406392694074,0.31816370673952565,0.3286232876712334
